CompanyName,Contact,Address1,Address2,City,State,Zip1,Zip2,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip1,MailingZip2,RegistrationDate,County,ExpirationDate,StateCompanyID,CompanyType
DERRICK VENNERS #7,,60  HAROLD G CLARKE PKWY,,FORSYTH,GA,31029,,PO BOX 907,,FORSYTH,GA,31029,,7/22/2014,MONROE,12/31/2027,1382313,470
DESSERT INNOVATIONS,ROLF SCHITTLI,25 SW ENTERPRISE BLVD  STE B,,ATLANTA,GA,30336,,25 SW ENTERPRISE BLVD  STE B,,ATLANTA,GA,30336,,1/1/1900,FULTON,12/31/2027,527699,440
"DG DISTRIBUTION GA, LLC",JOHN GARRATT,3569 SE INTERNATIONAL PARK DR ,,ATLANTA,GA,30316,,100 MISSION RIDGE ,,GOODLETTSVILLE,TN,37072,,4/21/2020,DEKALB,12/31/2027,55567696,460
DIAMOND HOLSTEINS,,273  HORSEHEAD CREEK RD,,MONTEZUMA,GA,31063,,273  HORSEHEAD CREEK RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,1381946,420
DISTRICT 8 - DAIRY SECTION,,19  MARTIN LUTHER KING JR DR,,ATLANTA,GA,30334,,19  MARTIN LUTHER KING JR DR,,ATLANTA,GA,30334,,4/23/2015,FULTON,,529203,420
DIXIE BELLE ICE CREAM,PERRY ASHRAFI,51  ROSE DR,,ELLABELL,GA,31308,,51  ROSE DR,,ELLABELL,GA,31308,,8/11/2015,BRYAN,12/31/2027,50003174,460
DIXIE LAND DAIRY #1,ERNEST YODER,1600  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,1600  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2027,527654,420
DODSON BILL,,539  LOWER HARMONY RD,,EATONTON,GA,31024,,539  LOWER HARMONY RD,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,527713,420
DONACIN DAIRY,DONALD NEWBERRY,5071  ROGERS RD,,LIZELLA,GA,31052,,5071  ROGERS RD,,LIZELLA,GA,31052,,1/1/1900,BIBB,12/31/2027,527517,420
DONNY SPOON #130,,1719  BARNESVILLE LN,,YATESVILLE,GA,31097,,1719  BARNESVILLE LN,,YATESVILLE,GA,31097,,1/1/1900,UPSON,12/31/2014,1381920,470
DOUBLE S DAIRY,KEN STEWART,5460 S HIGHWAY 15,,GREENSBORO,GA,30642,,5460 S HIGHWAY 15,,GREENSBORO,GA,30642,,1/1/1900,GREENE,12/31/2027,527597,420
DOYLE DEAN #106,,1950 SE HWY 484,,BELLEVIEW,FL,34420,,PO BOX 3790,,BELLEVIEW,FL,34420,,6/30/2014,APPLING,12/31/2027,1382315,470
DREAMING COW CREAMERY,KYLE WEHNER,940  MAGNOLIA CHURCH RD,,PAVO,GA,31778,,940  MAGNOLIA CHURCH RD,,PAVO,GA,31778,,1/1/1900,BROOKS,12/31/2027,1381830,430
EARLY TRUCKING COMPANY,,PO BOX 536,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,4/3/2015,,12/31/2027,2794648,415
EARLY TRUCKING COMPANY #DFA1,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,3/8/2018,CALHOUN,12/31/2027,55567543,480
EARLY TRUCKING COMPANY #DFA2,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,3/8/2018,CALHOUN,12/31/2027,55567544,480
EARLY TRUCKING COMPANY #DFA3,ASHLEY MOCK,4483 CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,12/11/2019,CALHOUN,12/31/2027,55567654,480
EARLY TRUCKING COMPANY #DFA4,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,,,4/13/2018,CALHOUN,12/31/2027,55567567,480
EARLY TRUCKING COMPANY #T010,ASHLEY MOCK,4483 CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/18/2019,CALHOUN,12/31/2027,55567642,480
EARLY TRUCKING COMPANY #T012,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,2/14/2019,CALHOUN,12/31/2027,55567606,480
EARLY TRUCKING COMPANY #T013,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,5/31/2017,CALHOUN,12/31/2027,55563329,480
EARLY TRUCKING COMPANY #T014,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,5/27/2017,CALHOUN,12/31/2027,55563330,480
EARLY TRUCKING COMPANY #T017,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,5/27/2017,CALHOUN,12/31/2027,55563333,480
EARLY TRUCKING COMPANY #T018,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,4/27/2017,CALHOUN,12/31/2027,55563986,480
EARLY TRUCKING COMPANY #T019,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,4/27/2017,CALHOUN,12/31/2027,55563987,480
EARLY TRUCKING COMPANY #T020,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,4/27/2017,CALHOUN,12/31/2027,55563334,480
EARLY TRUCKING COMPANY #T021,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,4/27/2017,CALHOUN,12/31/2027,55563358,480
EARLY TRUCKING COMPANY #T022,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,4/27/2017,CALHOUN,12/31/2027,55563359,480
EARLY TRUCKING COMPANY #T023,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,4/28/2017,CALHOUN,12/31/2027,55563361,480
EARLY TRUCKING COMPANY #T024,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,4/28/2017,CALHOUN,12/31/2027,55563362,480
EARLY TRUCKING COMPANY #T026,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,5/2/2017,CALHOUN,12/31/2027,55563367,480
EARLY TRUCKING COMPANY #T027,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,5/2/2017,CALHOUN,12/31/2027,55563368,480
EARLY TRUCKING COMPANY #T032,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,6/1/2017,CALHOUN,12/31/2027,55563378,480
EARLY TRUCKING COMPANY #T033,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,5/31/2017,CALHOUN,12/31/2027,55563988,480
EARLY TRUCKING COMPANY #T034,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,6/1/2017,CALHOUN,12/31/2027,55563379,480
EARLY TRUCKING COMPANY #T035,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,5/31/2017,CALHOUN,12/31/2027,55563380,480
EARLY TRUCKING COMPANY #T038,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,6/2/2017,CALHOUN,12/31/2027,55563384,480
EARLY TRUCKING COMPANY #T039,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,6/1/2017,CALHOUN,12/31/2027,55563385,480
EARLY TRUCKING COMPANY #T041,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,6/1/2017,CALHOUN,12/31/2027,55563388,480
EARLY TRUCKING COMPANY #T042,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,6/2/2017,CALHOUN,12/31/2027,55563389,480
EARLY TRUCKING COMPANY #T043,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/15/2017,CALHOUN,12/31/2027,55564757,480
EARLY TRUCKING COMPANY #T044,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/15/2017,CALHOUN,12/31/2027,55564758,480
EARLY TRUCKING COMPANY #T045,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/15/2017,CALHOUN,12/31/2027,55564759,480
EARLY TRUCKING COMPANY #T046,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/15/2017,CALHOUN,12/31/2027,55564760,480
EARLY TRUCKING COMPANY #T047,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/15/2017,CALHOUN,12/31/2027,55564761,480
EARLY TRUCKING COMPANY #T048,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/15/2017,CALHOUN,12/31/2027,55564762,480
EARLY TRUCKING COMPANY #T049,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/16/2017,CALHOUN,12/31/2027,55564763,480
EARLY TRUCKING COMPANY #T050,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/16/2017,CALHOUN,12/31/2027,55564764,480
EARLY TRUCKING COMPANY #T051,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/16/2017,CALHOUN,12/31/2027,55564765,480
EARLY TRUCKING COMPANY #T052,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/16/2017,CALHOUN,12/31/2027,55564767,480
EARLY TRUCKING COMPANY #T053,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/16/2017,CALHOUN,12/31/2027,55564769,480
EARLY TRUCKING COMPANY #T054,ASHLEY MOCK,4483  CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,8/15/2017,CALHOUN,12/31/2027,55564770,480
EARLY TRUCKING COMPANY #T055,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/4/2019,CALHOUN,12/31/2027,55567590,480
EARLY TRUCKING COMPANY #T056,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/4/2019,CALHOUN,12/31/2027,55567591,480
EARLY TRUCKING COMPANY #T057,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/4/2019,CALHOUN,12/31/2027,55567592,480
EARLY TRUCKING COMPANY #T058,ASHLEY MOCK,4483 CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,2/12/2019,CALHOUN,12/31/2027,55567603,480
EARLY TRUCKING COMPANY #T059,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/10/2019,CALHOUN,12/31/2027,55567601,480
EARLY TRUCKING COMPANY #T060,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/17/2019,CALHOUN,12/31/2027,55567604,480
EARLY TRUCKING COMPANY #T061,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/10/2019,CALHOUN,12/31/2014,55567593,
EARLY TRUCKING COMPANY #T061,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/10/2019,CALHOUN,12/31/2027,55567594,480
EARLY TRUCKING COMPANY #T062,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/4/2019,CALHOUN,12/31/2027,55567595,480
EARLY TRUCKING COMPANY #T063,ASHLEY MOCK,4483 CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/10/2019,CALHOUN,12/31/2027,55567600,480
EARLY TRUCKING COMPANY #T064,ASHLEY MOCK,4483 CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,1/10/2019,CALHOUN,12/31/2027,55567599,480
EARLY TRUCKING COMPANY #T069,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/17/2019,CALHOUN,12/31/2027,55567605,480
EARLY TRUCKING COMPANY #T084,ASHLEY MOCK,4483 CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,6/21/2019,CALHOUN,12/31/2027,55567624,480
EARLY TRUCKING COMPANY #T087,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,2/14/2019,CALHOUN,12/31/2027,55567607,480
EARLY TRUCKING COMPANY #T088,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,7/10/2019,CALHOUN,12/31/2027,55567635,480
EARLY TRUCKING COMPANY #T089,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,10/10/2019,CALHOUN,12/31/2027,55567650,480
EARLY TRUCKING COMPANY #T090,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,6/21/2019,CALHOUN,12/31/2027,55567625,480
EARLY TRUCKING COMPANY #T091,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,3/9/2020,CALHOUN,12/31/2027,55567681,480
EARLY TRUCKING COMPANY #T096,ASHLEY MOCK,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536,,ARLINGTON,GA,39813,,11/13/2019,CALHOUN,12/31/2027,55567651,480
EARLY TRUCKING COMPANY #T099,ASHLEY MOCK,4483 CHERRY RD NE,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,1/31/2020,CALHOUN,12/31/2027,55567678,480
EBERLY FAMILY FARM,ELDON EBERLY,490 CARPENTER LN,,WAYNESBORO,GA,30830,,490 CARPENTER LN,,WAYNESBORO,GA,30830,,1/1/1900,BURKE,12/31/2027,527731,420
EDELWEISS FARM,GUILLERMO ZAUGG,315 GREESON RD NE ,,RESACA,GA,30735,,315 GREESON RD NE ,,RESACA,GA,30735,,4/16/2020,GORDON,12/31/2027,55567695,421
EDWARD BROS. DAIRY,DARRELL EDWARDS,1660  EDWARDS RD,,WHITE PLAINS,GA,30678,,1660  EDWARDS RD,,WHITE PLAINS,GA,30678,,1/1/1900,GREENE,12/31/2027,527607,420
ELEY ACRES,Jamie Eley Phil Eley,2030  ELEY RD,,WHITE PLAINS,GA,30678,,2030  ELEY RD,,WHITE PLAINS,GA,30678,,1/1/1900,GREENE,12/31/2027,527605,420
ELGIN WILLIAMS #022,ELGIN WILLIAMS,384 LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459 ,,EATONTON,GA,31024,,8/3/2018,PUTNAM,12/31/2027,55567571,470
ELIJAH GREEN #DL063,ELIJAH GREEN ,906 US HWY 19 N ,,LEESBURG,GA,31763,,906 US HWY 19 N ,,LEESBURG,GA,31763,,3/28/2018,LEE,12/31/2027,55567560,470
ELIZABETH REID #DL031,,500  PROGRESSIVE RD,,MONTEZUMA,GA,31063,,PO BOX 820,,MONTEZUMA,GA,31063,,4/13/2016,DOOLY,12/31/2027,50003972,470
ERIC SEGURA #DL105,ERIC SEGURA ,500 PROGRESSIVE RD,,MONTEZUMA,GA,31063,,PO BOX 820 ,,MONTEZUMA,GA,31063,,1/16/2020,DOOLY,12/31/2027,55567675,470
ERIC WILLIAMS #DL062,ERIC WILLIAMS ,906 US HWY 19 N ,,LEESBURG,GA,31763,,906 US HWY 19 N ,,LEESBURG,GA,31763,,3/28/2018,LEE,12/31/2027,55567561,470
ETHAN BURKHOLDER DAIRY,,1817  W.D. PEACOCK RD,,TWIN CITY,GA,30471,,1817  W.D. PEACOCK RD,,TWIN CITY,GA,30471,,3/5/2015,EMANUEL,12/31/2027,50004533,420
EVERETT BRADT#029,,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,6/13/2016,APPLING,12/31/2027,50004717,470
EVERETT WILLIAMS #DL011,EVERETT WILLIAMS,1141  BROUGHTON RD,,MADISON,GA,30650,,1141  BROUGHTON RD,,MADISON,GA,30650,,3/29/2016,MORGAN,12/31/2027,50003522,470
EVERGREEN,PAT KITCHENS,140 VOYLES RD,,ATHENS,GA,30601,,600 DAIRY PAK RD,,ATHENS,GA,30607,,1/1/2000,CLARKE,12/31/2013,1382006,460
"EWMARING, INC.",,275  FIVE STAR RD,,VIENNA,GA,31092,,275  FIVE STARR RD,,VIENNA,GA,31092,,1/1/1900,DOOLY,12/31/2013,527648,420
"FAIRLIFE, LLC",TIM DOELMAN,999 W RANDALL ST,,COOPERSVILLE,MI,49404,,1001 W ADAMS ST,,CHICAGO,IL,60607,,12/8/2014,,12/31/2027,2666517,435
"FAITH JERSEY FARM, LLC",STEVE HERSHBERGER,2428  MENNONITE SCHOOL RD,,MONTEZUMA,GA,31063,,2428  MENNONITE SCHOOL RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,1408782,420
FARMERS' ALL NATURAL CREAMERY,Jennifer Jacobs,1010  540TH ST SW,,WELLMAN,IA,52356,,1010  540TH ST SW,,WELLMAN,IA,52356,,11/15/2012,,12/31/2027,1692472,435
FEDERICO LOPEZ #056,FEDERICO LOPEZ,2947 JACKSON DAIRY RD ,,BACONTON,GA,31716,,PO BOX 3790 ,,BELLEVIEW,FL,34421,,11/7/2019,MITCHELL,12/31/2027,55567666,475
FERDIA FARMS,,4720 THRIFT RD,,GARFIELD,GA,30425,,FERDIA FARMS,50 HARPER RD,GARFIELD,GA,30425,,1/1/1900,JENKINS,12/31/2027,527810,420
FERDIA FARMS II,COLIN MATTHEWS,1311 DAIRY FARM RD,,METTER,GA,30439,,50 HARPER RD,,GARFIELD,GA,30425,,12/16/2013,CANDLER,12/31/2027,1692735,420
FLAT CREEK LODGE (plant),,367  BISHOP CHAPEL CHURCH RD,,SWAINSBORO,GA,30401,,367  BISHOP CHAPEL CHURCH RD,,SWAINSBORO,GA,30401,,1/1/1900,EMANUEL,12/31/2027,527763,440
FLAVORICH DAIRY,,221 W HIGHWAY 80,,LONDON,KY,40741,,221 W HIGHWAY 80,,LONDON,KY,40741,,11/16/2012,,12/31/2027,1692533,435
FLINT RIVER FARM,LABAN YODER,4534  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,4534  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527752,420
FORSYTH MILK HAULING,,910  TRAVELERS REST RD,,MONTEZUMA,GA,31063,,PO BOX 907,,FORSYTH,GA,31029,,1/1/2016,MACON,12/31/2027,527738,490
FORSYTH MILK HAULING #33810,VERNON SANDERS,910 TRAVELER'S REST RD ,,MONTEZUMA,GA,31063,,PO BOX 907 ,,FORSYTH,GA,31029,,1/31/2020,DOOLY,12/31/2027,55567677,480
FORSYTH MILK HAULING #3757,VERNON SANDERS,910 TRAVELER'S REST RD ,,MONTEZUMA,GA,31063,,PO BOX 907 ,,FORSYTH,GA,31029,,12/2/2019,DOOLY,12/31/2027,55567663,480
FORSYTH MILK HAULING #7302,VERNON SANDERS,910 TRAVELER'S REST RD ,,MONTEZUMA,GA,31063,,PO BOX 907 ,,FORSYTH,GA,31020,,12/2/2019,DOOLY,12/31/2027,55567662,480
FOUR FAT COWS INC,ROBYN ROWLES,723 BAXTER ST STE A ,,ATHENS,GA,30606,,723 BAXTER ST STE A ,,ATHENS,GA,30606,,1/22/2018,CLARKE,12/31/2027,55567693,440
FOUR FAT COWS INC.,ROBYN ROWLES,64 N MAIN ST,,ALPHARETTA,GA,30009,,1796  MEADOWDALE AVE NE,,ATLANTA,GA,30306,,9/7/2017,FULTON,12/31/2027,55565237,440
FOUR FAT COWS INC.,ROBYN ROWLES,30 PHARR RD,,ATLANTA,GA,30305,,30 PHARR RD,,ATLANTA,GA,30305,,6/13/2019,FULTON,12/31/2027,55567692,440
FRANCISCO RAUDEZ #DL091,FRANCISCO RAUDEZ ,3066 THOMPSON DAIRY RD ,,QUITMAN,GA,31643,,3066 THOMPSON DAIRY RD ,,QUITMAN,GA,31643,,5/13/2019,BROOKS,12/31/2027,55567627,470
FRANKLIN JOHNSON #158,,"1719  BARNESVILLE RD, ATTN: JOHN HAYGOOD III",,YATESVILLE,GA,31097,,"1719  BARNESVILLE RD, ATTN: JOHN HAYGOOD III",,YATESVILLE,GA,31097,,1/1/1900,UPSON,12/31/2014,1382369,470
FRANK'S FARM,JIMMY FRANKS,279 ROSIER RD,,WAYNESBORO,GA,30830,,FRANK'S FARM,279 ROSIER RD,WAYNESBORO,GA,30830,,1/1/1900,BURKE,12/31/2027,527629,420
"FROSTY FROG CREAMERY, INC",GLENDA COLE,6205  HICKORY FLAT HWY  STE 112,,CANTON,GA,30115,,6205  HICKORY FLAT HWY  STE 112,,CANTON,GA,30115,,1/1/1900,CHEROKEE,12/31/2027,1225410,440
"FROSTY TREATS OF ATLANTA, INC",CHRIS LONG,901  CHATTAHOOCHEE AVE,,ATLANTA,GA,30318,,620 E LINWOOD BLVD,,KANSAS CITY,MO,64109,,1/1/1900,FULTON,12/31/2027,528164,460
G & H DAIRY,,700  NEW BRIDGE RD,,CLEVELAND,GA,30528,,7380  HWY 254,,CLEVELAND,GA,30528,,1/1/1900,WHITE,12/31/2013,527707,420
GALAXY CATTLE COMPANY LLLP #2,DARRELL WADEL,865  WILLIAMS CIRCLE,,WAYNESBORO,GA,30830,,865  WILLIAMS CIRCLE,,WAYNESBORO,GA,30830,,5/14/2015,BURKE,12/31/2027,2964407,420
GARY STOTZ #DL006,,1960  MONUMENT CHURCH RD,,QUITMAN,GA,31643,,PO BOX 509,,QUITMAN,GA,31643,,4/6/2016,BROOKS,12/31/2027,50003389,470
GENE BATCHELOR DAIRY,,207 LITTLES RD,,BUCKHEAD,GA,30625,,207 LITTLES RD,,BUCKHEAD,GA,30625,,1/1/1900,PUTNAM,12/31/2027,528409,420
GEORGE DOUST #055,GEORGE DOUST,2947 JACKSON DAIRY RD ,,BACONTON,GA,31716,,PO BOX 3790 ,,BELLEVIEW,FL,34421,,11/7/2019,MITCHELL,12/31/2027,55567665,475
GEORGE GRINSTEAD #036,,1409  RED OAK RD,,BAXLEY,GA,31513,,1409  RED OAK RD,,BAXLEY,GA,31513,,6/13/2016,APPLING,12/31/2027,50004716,470
GEORGIA SOFT SERVE DELIGHT,,730  DEKALB INDUSTRIAL WAY,,DECATUR,GA,30033,,730  DEKALB INDUSTRIAL BLVD,,DECATUR,GA,30030,,1/24/2011,DEKALB,12/31/2027,527702,490
GEORGIA SOFT SERVE DELIGHT,,730  DEKALB INDUSTRIAL WAY,,DECATUR,GA,30033,,730  DEKALB INDUSTRIAL WAY,,DECATUR,GA,30033,,1/1/1900,DEKALB,12/31/2027,527701,440
GIRARD DAIRY,,8822 HWY 23,,GIRARD,GA,30426,,8822 HWY 23,,GIRARD,GA,30426,,1/1/1900,BURKE,12/31/2027,527990,420
GLO-CREST DAIRY,SCOTT GLOVER,5909  BOWEN RD,,CLERMONT,GA,30527,,7118  BRITT GAILEY RD,,CLERMONT,GA,30527,,1/29/2015,WHITE,12/31/2027,2608426,420
GODBEE FARMS,SUSAN W. GODBEE,1199  GODBEE RD,,MILLEN,GA,30442,,1199  GODBEE RD,,MILLEN,GA,30442,,11/5/2013,JENKINS,12/31/2014,1692732,420
GODBEE FARMS,,1252  GODBEE RD,,MILLEN,GA,30442,,1252  GODBEE RD,,MILLEN,GA,30442,,9/1/2016,,12/31/2027,55556834,420
"GODFREY DAIRY FARM, INC.",DAVID CLARK,3290 GODFREY ROAD,,MADISON,GA,30650,,"GODFREY DAIRY FARM, INC.",5160 EATONTON ROAD,MADISON,GA,30650,,1/1/1900,MORGAN,12/31/2027,527578,420
GRAHAM PACKAGING COMPANY,ALLEN THOMPSON,280  INDUSTRIAL PARK RD,,CARTERSVILLE,GA,30121,,280  INDUSTRIAL PARK RD,,CARTERSVILLE,GA,30121,,4/27/2016,BARTOW,12/31/2027,50004534,450
GRASSLANDS AGRICULTURE GP,ALAN TITCHMARSH,6550  US 221 SOUTH,,BARTOW,GA,30413,,PO BOX 444,,LOUISVILLE,GA,30434,,1/1/1900,JEFFERSON,12/31/2027,527966,420
GRASSY FLATS DAIRY,,3125  PLEASANT HILL CHURCH RD,,PAVO,GA,31778,,1114  MAGNOLIA CHURCH RD,,PAVO,GA,31778,,1/1/1900,BROOKS,12/31/2027,527798,420
"GRATEFUL HILL FARM, LLC",NICK AND ALLISON MURRAY,9283 TALLOKAS ,,PAVO,GA,31778,,9283 TALLOKAS ,,PAVO,GA,31778,,8/21/2018,BROOKS,12/31/2027,55567576,440
Green Meadows Dairy/ United Ag. LLC,LEO RUYNE,1583  Louie D. Newton Rd.,,SYLVANIA,GA,30467,,1583  Louie D. Newton Rd.,,SYLVANIA,GA,30467,,3/26/2013,SCREVEN,12/31/2027,1692633,420
GREEN VALLEY DAIRY,,2777  MENNONITE SCHOOL RD,,MONTEZUMA,GA,31063,,2777  MENNONITE SCHOOL RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527663,420
GREEN VALLEY FARMS,ROBERT AND WAYNE GREEM,13416  109 HWY,,MEANSVILLE,GA,30256,,13416  109 HWY,,MEANSVILLE,GA,30256,,1/1/1900,PIKE,12/31/2013,527584,420
GREENSTONE GRAZING #2 (EDEN CHURCH),,5244  EDEN CHURCH,,LOUISVILLE,GA,30434,,5244  EDEN CHURCH,,LOUISVILLE,GA,30434,,2/25/2009,JEFFERSON,12/31/2027,527805,420
